id,numByuers,numGoods,iteration,algo,maxIteration,sumR,sumX,sumRX
0,2,2,0,centralistic,1000,943.3559055399464,2.0,479.6359113268043
0,2,2,1,centralistic,1000,943.3559055399464,2.0,487.2096122281316
0,2,2,2,centralistic,1000,943.3559055399464,2.0,494.0258708786405
0,2,2,3,centralistic,1000,943.3559055399464,2.0,499.8497378660088
0,2,2,4,centralistic,1000,943.3559055399464,1.9999999999999998,504.5914891368709
0,2,2,5,centralistic,1000,943.3559055399464,1.9999999999999998,508.28580730881635
0,2,2,6,centralistic,1000,943.3559055399464,2.0,511.0529568571758
0,2,2,7,centralistic,1000,943.3559055399464,1.9999999999999998,513.0556881979004
0,2,2,8,centralistic,1000,943.3559055399464,2.0000000000000004,514.4633141118086
0,2,2,9,centralistic,1000,943.3559055399464,2.0,515.4285331242859
0,2,2,10,centralistic,1000,943.3559055399464,1.9939888333002298,515.368953069783
0,2,2,11,centralistic,1000,943.3559055399464,2.0,516.6935383841321
0,2,2,12,centralistic,1000,943.3559055399464,2.0,516.9468583423245
1,2,2,0,centralistic,1000,1101.811569224981,2.0,551.4990793232663
1,2,2,1,centralistic,1000,1101.811569224981,2.0,552.0893454189624
1,2,2,2,centralistic,1000,1101.811569224981,2.0,552.6752960946963
1,2,2,3,centralistic,1000,1101.811569224981,2.0,553.2556601717763
1,2,2,4,centralistic,1000,1101.811569224981,2.0,553.8291930152282
1,2,2,5,centralistic,1000,1101.811569224981,2.0,554.3946868473557
1,2,2,6,centralistic,1000,1101.811569224981,2.0,554.9509802961379
1,2,2,7,centralistic,1000,1101.811569224981,2.0,555.4969670397489
1,2,2,8,centralistic,1000,1101.811569224981,2.0,556.0316034346965
1,2,2,9,centralistic,1000,1101.811569224981,2.0,556.5539150437999
1,2,2,10,centralistic,1000,1101.811569224981,2.0,557.0630020102813
1,2,2,11,centralistic,1000,1101.811569224981,2.0,557.5580432543898
1,2,2,12,centralistic,1000,1101.811569224981,2.0,558.0382994980841
1,2,2,13,centralistic,1000,1101.811569224981,2.0,558.5031151503681
1,2,2,14,centralistic,1000,1101.811569224981,1.9999999999999998,558.9519191100483
1,2,2,15,centralistic,1000,1101.811569224981,2.0,559.3842245633406
1,2,2,16,centralistic,1000,1101.811569224981,2.0,559.799627870446
1,2,2,17,centralistic,1000,1101.811569224981,2.0,560.1978066477186
1,2,2,18,centralistic,1000,1101.811569224981,2.0,560.5785171603372
1,2,2,19,centralistic,1000,1101.811569224981,2.0,560.9415911445794
1,2,2,20,centralistic,1000,1101.811569224981,2.0,561.2869321791806
1,2,2,21,centralistic,1000,1101.811569224981,2.0,561.6145117221977
1,2,2,22,centralistic,1000,1101.811569224981,2.0,561.9243649237776
1,2,2,23,centralistic,1000,1101.811569224981,2.0,562.216586316715
1,2,2,24,centralistic,1000,1101.811569224981,2.0,562.4913254762387
1,2,2,25,centralistic,1000,1101.811569224981,2.0,562.748782728564
1,2,2,26,centralistic,1000,1101.811569224981,2.0,562.9892049749105
1,2,2,27,centralistic,1000,1101.811569224981,2.0,563.2128816843474
1,2,2,28,centralistic,1000,1101.811569224981,2.0,563.4201410954281
1,2,2,29,centralistic,1000,1101.811569224981,2.0,563.6113466534548
1,2,2,30,centralistic,1000,1101.811569224981,2.0,563.7868936977245
1,2,2,31,centralistic,1000,1101.811569224981,2.0,563.9472064015057
1,2,2,32,centralistic,1000,1101.811569224981,2.0,564.0927349570445
1,2,2,33,centralistic,1000,1101.811569224981,1.9999999999999998,564.2239529887796
1,2,2,34,centralistic,1000,1101.811569224981,2.0,564.3413551703401
1,2,2,35,centralistic,1000,1101.811569224981,1.9999999999999998,564.445455014934
1,2,2,36,centralistic,1000,1101.811569224981,2.0,564.5367828045114
1,2,2,37,centralistic,1000,1101.811569224981,2.0,564.6158836206453
1,2,2,38,centralistic,1000,1101.811569224981,2.0,564.6833154394577
1,2,2,39,centralistic,1000,1101.811569224981,1.9999999999999998,564.7396472540697
1,2,2,40,centralistic,1000,1101.811569224981,2.0000000000000004,564.7854571909033
1,2,2,41,centralistic,1000,1101.811569224981,2.0,564.8213305905683
1,2,2,42,centralistic,1000,1101.811569224981,2.0,564.8478580298312
1,2,2,43,centralistic,1000,1101.811569224981,2.0,564.8656332680212
1,2,2,44,centralistic,1000,1101.811569224981,2.0,564.8752511089098
1,2,2,45,centralistic,1000,1101.811569224981,2.0,564.8773051772125
1,2,2,46,centralistic,1000,1101.811569224981,2.0,564.8723856170835
2,2,2,0,centralistic,1000,1073.2856073437513,2.0,536.651550531423
2,2,2,1,centralistic,1000,1073.2856073437513,2.0,536.660301090323
3,2,2,0,centralistic,1000,1467.3910656345633,2.0,768.3337611764396
3,2,2,1,centralistic,1000,1467.3910656345633,2.0,800.5958711668017
3,2,2,2,centralistic,1000,1467.3910656345633,2.0,828.0926986243978
3,2,2,3,centralistic,1000,1467.3910656345633,2.0,850.0083928299546
3,2,2,4,centralistic,1000,1467.3910656345633,2.0,866.6886678486277
3,2,2,5,centralistic,1000,1467.3910656345633,1.9999999999999998,879.0446597405798
3,2,2,6,centralistic,1000,1467.3910656345633,2.0,888.0916798568003
3,2,2,7,centralistic,1000,1467.3910656345633,1.9999999999999998,894.7142819934616
3,2,2,8,centralistic,1000,1467.3910656345633,1.992984823998384,897.4377675167582
3,2,2,9,centralistic,1000,1467.3910656345633,2.0,903.2271994976551
3,2,2,10,centralistic,1000,1467.3910656345633,2.0,906.0518785535332
3,2,2,11,centralistic,1000,1467.3910656345633,2.0,908.1769384513434
3,2,2,12,centralistic,1000,1467.3910656345633,2.0,909.8089993448585
4,2,2,0,centralistic,1000,751.094783603207,2.0,375.6217393018956
4,2,2,1,centralistic,1000,751.094783603207,2.0,375.69488167937124
4,2,2,2,centralistic,1000,751.094783603207,2.0,375.7667402127457
4,2,2,3,centralistic,1000,751.094783603207,2.0,375.83723915045323
4,2,2,4,centralistic,1000,751.094783603207,2.0,375.90630594360977
4,2,2,5,centralistic,1000,751.094783603207,2.0,375.97387148249936
4,2,2,6,centralistic,1000,751.094783603207,2.0,376.03987033503006
4,2,2,7,centralistic,1000,751.094783603207,2.0,376.10424098532286
4,2,2,8,centralistic,1000,751.094783603207,2.0,376.1669260703253
4,2,2,9,centralistic,1000,751.094783603207,2.0,376.22787261209515
4,2,2,10,centralistic,1000,751.094783603207,2.0,376.2870322431687
4,2,2,11,centralistic,1000,751.094783603207,2.0,376.3443614222305
4,2,2,12,centralistic,1000,751.094783603207,2.0,376.39982163713023
4,2,2,13,centralistic,1000,751.094783603207,2.0,376.45337959216357
4,2,2,14,centralistic,1000,751.094783603207,2.0,376.50500737644387
4,2,2,15,centralistic,1000,751.094783603207,1.9999999999999998,376.55468261015966
4,2,2,16,centralistic,1000,751.094783603207,2.0,376.60238856552814
4,2,2,17,centralistic,1000,751.094783603207,2.0,376.64811425934386
4,2,2,18,centralistic,1000,751.094783603207,2.0,376.6918545141742
4,2,2,19,centralistic,1000,751.094783603207,2.0,376.73360998548065
4,2,2,20,centralistic,1000,751.094783603207,1.9999999999999998,376.77338715225136
4,2,2,21,centralistic,1000,751.094783603207,2.0,376.811198269116
4,2,2,22,centralistic,1000,751.094783603207,2.0,376.8470612783738
4,2,2,23,centralistic,1000,751.094783603207,2.0,376.8809996809009
4,2,2,24,centralistic,1000,751.094783603207,2.0,376.91304236550883
4,2,2,25,centralistic,1000,751.094783603207,2.0,376.94322339697743
4,2,2,26,centralistic,1000,751.094783603207,2.0,376.97158176369123
4,2,2,27,centralistic,1000,751.094783603207,2.0,376.99816108653386
4,2,2,28,centralistic,1000,751.094783603207,2.0,377.02300929142615
4,2,2,29,centralistic,1000,751.094783603207,2.0,377.04617824861725
4,2,2,30,centralistic,1000,751.094783603207,2.0,377.0677233825175
4,2,2,31,centralistic,1000,751.094783603207,2.0,377.0877032564873
4,2,2,32,centralistic,1000,751.094783603207,2.0,377.1061791375387
4,2,2,33,centralistic,1000,751.094783603207,2.0,377.1232145463448
4,2,2,34,centralistic,1000,751.094783603207,2.0,377.1388747982798
4,2,2,35,centralistic,1000,751.094783603207,2.0,377.15322654139254
4,2,2,36,centralistic,1000,751.094783603207,2.0,377.16633729727675
4,2,2,37,centralistic,1000,751.094783603207,2.0,377.1782750106949
4,2,2,38,centralistic,1000,751.094783603207,2.0,377.1891076135813
4,2,2,39,centralistic,1000,751.094783603207,2.0,377.1989026086725
4,2,2,40,centralistic,1000,751.094783603207,2.0,377.2077266775208
4,2,2,41,centralistic,1000,751.094783603207,2.0,377.215645317046
4,2,2,42,centralistic,1000,751.094783603207,2.0,377.2227225080978
4,2,2,43,centralistic,1000,751.094783603207,2.0,377.22902041876046
4,2,2,44,centralistic,1000,751.094783603207,2.0,377.23459914435637
4,2,2,45,centralistic,1000,751.094783603207,2.0,377.2395164853208
4,2,2,46,centralistic,1000,751.094783603207,1.9999999999999998,377.24382776335483
4,2,2,47,centralistic,1000,751.094783603207,2.0,377.2475856755368
5,2,2,0,centralistic,1000,781.114650266231,2.0,402.07653697235344
5,2,2,1,centralistic,1000,781.114650266231,2.0,408.27009319473746
5,2,2,2,centralistic,1000,781.114650266231,2.0,410.5739688526545
5,2,2,3,centralistic,1000,781.114650266231,2.0000000000000004,411.21378392833594
5,2,2,4,centralistic,1000,781.114650266231,1.9964175372159643,411.2887835028681
5,2,2,5,centralistic,1000,781.114650266231,2.0,411.4304900320137
6,2,2,0,centralistic,1000,289.30231228157845,1.9999999999999998,154.01694593798945
6,2,2,1,centralistic,1000,289.30231228157845,1.9999999999999998,162.40345770965877
6,2,2,2,centralistic,1000,289.30231228157845,2.0,169.09326797858947
6,2,2,3,centralistic,1000,289.30231228157845,2.0,174.0010421390339
6,2,2,4,centralistic,1000,289.30231228157845,2.0,177.41417841149186
6,2,2,5,centralistic,1000,289.30231228157845,1.9999999999999998,179.72253351276296
