id,numByuers,numGoods,iteration,algo,maxIteration,sumR,sumX,sumRX
6,2,2,6,centralistic,1000,289.30231228157845,2.0,181.26949033800946
6,2,2,7,centralistic,1000,289.30231228157845,1.9927874954248552,181.88680056104695
6,2,2,8,centralistic,1000,289.30231228157845,2.0,183.0376119057296
6,2,2,9,centralistic,1000,289.30231228157845,1.9999999999999998,183.5176690306881
6,2,2,10,centralistic,1000,289.30231228157845,2.0,183.84901488536727
7,2,2,0,centralistic,1000,1275.018345225418,2.0000000000000004,660.1904169089522
7,2,2,1,centralistic,1000,1275.018345225418,1.9999999999999998,681.2720114416658
7,2,2,2,centralistic,1000,1275.018345225418,2.0,699.6034266138181
7,2,2,3,centralistic,1000,1275.018345225418,2.0,714.633116791137
7,2,2,4,centralistic,1000,1275.018345225418,2.0,726.3655670972001
7,2,2,5,centralistic,1000,1275.018345225418,2.0,735.1717753104562
7,2,2,6,centralistic,1000,1275.018345225418,2.0,741.583619096229
7,2,2,7,centralistic,1000,1275.018345225418,2.0,746.1454094374733
7,2,2,8,centralistic,1000,1275.018345225418,2.0,749.334902727955
7,2,2,9,centralistic,1000,1275.018345225418,1.9999999999999998,751.5358753283045
7,2,2,10,centralistic,1000,1275.018345225418,2.0,753.0397290091411
7,2,2,11,centralistic,1000,1275.018345225418,1.9909076832518122,752.3148688850792
7,2,2,12,centralistic,1000,1275.018345225418,1.992183080509144,753.8846566231166
7,2,2,13,centralistic,1000,1275.018345225418,2.0,756.129154361884
8,2,2,0,centralistic,1000,1211.9802118042373,2.0,607.8519968894993
8,2,2,1,centralistic,1000,1211.9802118042373,2.0000000000000004,609.7066485150563
8,2,2,2,centralistic,1000,1211.9802118042373,2.0,611.5420032840276
8,2,2,3,centralistic,1000,1211.9802118042373,2.0,613.346648199961
8,2,2,4,centralistic,1000,1211.9802118042373,1.9999999999999998,615.1100524058282
8,2,2,5,centralistic,1000,1211.9802118042373,2.0,616.8227657246081
8,2,2,6,centralistic,1000,1211.9802118042373,1.9999999999999998,618.47656965271
8,2,2,7,centralistic,1000,1211.9802118042373,2.0,620.0645762698744
8,2,2,8,centralistic,1000,1211.9802118042373,2.0000000000000004,621.5812744213921
8,2,2,9,centralistic,1000,1211.9802118042373,2.0,623.0225260181434
8,2,2,10,centralistic,1000,1211.9802118042373,1.9999999999999998,624.3855181014669
8,2,2,11,centralistic,1000,1211.9802118042373,1.9999999999999998,625.668678271918
8,2,2,12,centralistic,1000,1211.9802118042373,1.9999999999999998,626.8715621467052
8,2,2,13,centralistic,1000,1211.9802118042373,2.0,627.9947217581376
8,2,2,14,centralistic,1000,1211.9802118042373,2.0,629.039563376132
8,2,2,15,centralistic,1000,1211.9802118042373,2.0,630.0082023112348
8,2,2,16,centralistic,1000,1211.9802118042373,1.9999999999999998,630.903321016639
8,2,2,17,centralistic,1000,1211.9802118042373,2.0,631.7280354268413
8,2,2,18,centralistic,1000,1211.9802118042373,1.9999999999999998,632.485773083657
8,2,2,19,centralistic,1000,1211.9802118042373,1.9999999999999998,633.1801653068178
8,2,2,20,centralistic,1000,1211.9802118042373,2.0,633.8149545299808
8,2,2,21,centralistic,1000,1211.9802118042373,1.9999999999999996,634.393916977193
8,2,2,22,centralistic,1000,1211.9802118042373,1.9999999999999998,634.9208001103302
8,2,2,23,centralistic,1000,1211.9802118042373,2.0,635.3992737299806
8,2,2,24,centralistic,1000,1211.9802118042373,2.0,635.8328932461187
8,2,2,25,centralistic,1000,1211.9802118042373,2.0,636.225073430499
8,2,2,26,centralistic,1000,1211.9802118042373,2.0,636.5790708964947
8,2,2,27,centralistic,1000,1211.9802118042373,2.0,636.8979735985167
8,2,2,28,centralistic,1000,1211.9802118042373,2.0,637.1846957754412
8,2,2,29,centralistic,1000,1211.9802118042373,2.0,637.4419769536008
8,2,2,30,centralistic,1000,1211.9802118042373,1.991092940286661,635.302941823865
9,2,2,0,centralistic,1000,783.8158168510695,2.0,420.2580026991753
9,2,2,1,centralistic,1000,783.8158168510695,2.0,437.90772994918024
9,2,2,2,centralistic,1000,783.8158168510695,2.0,446.1835596778974
9,2,2,3,centralistic,1000,783.8158168510695,2.0,449.2470662640617
9,2,2,4,centralistic,1000,783.8158168510695,1.9963724308788864,450.03994193489245
9,2,2,5,centralistic,1000,783.8158168510695,2.0,450.55507842595
9,2,2,6,centralistic,1000,783.8158168510695,2.0,450.5146205539145
9,2,2,7,centralistic,1000,783.8158168510695,2.0,450.49315273964453
10,2,2,0,centralistic,1000,1190.0688056498973,1.9999999999999996,598.7248295772908
10,2,2,1,centralistic,1000,1190.0688056498973,1.9999999999999998,602.3591506788149
10,2,2,2,centralistic,1000,1190.0688056498973,2.0,605.8925140987966
10,2,2,3,centralistic,1000,1190.0688056498973,2.0,609.2843732132599
10,2,2,4,centralistic,1000,1190.0688056498973,2.0,612.5001615817839
10,2,2,5,centralistic,1000,1190.0688056498973,2.0,615.512413695709
10,2,2,6,centralistic,1000,1190.0688056498973,1.9999999999999998,618.30129260402
10,2,2,7,centralistic,1000,1190.0688056498973,2.0,620.8545626126399
10,2,2,8,centralistic,1000,1190.0688056498973,2.0,623.1671032838397
10,2,2,9,centralistic,1000,1190.0688056498973,2.0,625.240092766595
10,2,2,10,centralistic,1000,1190.0688056498973,2.0000000000000004,627.0799945337133
10,2,2,11,centralistic,1000,1190.0688056498973,2.0,628.6974676785551
10,2,2,12,centralistic,1000,1190.0688056498973,2.0,630.1062951991545
10,2,2,13,centralistic,1000,1190.0688056498973,2.0,631.3223950874201
10,2,2,14,centralistic,1000,1190.0688056498973,1.9999999999999998,632.3629515536281
10,2,2,15,centralistic,1000,1190.0688056498973,2.0,633.2456818425494
10,2,2,16,centralistic,1000,1190.0688056498973,2.0,633.9882390016646
10,2,2,17,centralistic,1000,1190.0688056498973,2.0,634.607742108964
10,2,2,18,centralistic,1000,1190.0688056498973,2.0,635.1204213762314
10,2,2,19,centralistic,1000,1190.0688056498973,2.0,635.5413644580406
10,2,2,20,centralistic,1000,1190.0688056498973,2.0,635.8843506722533
10,2,2,21,centralistic,1000,1190.0688056498973,2.0,636.1617606028508
10,2,2,22,centralistic,1000,1190.0688056498973,1.9905787567009083,634.2584023068187
10,2,2,23,centralistic,1000,1190.0688056498973,2.0,637.1758198469535
10,2,2,24,centralistic,1000,1190.0688056498973,2.0,637.1786163485758
11,2,2,0,centralistic,1000,711.1375702021553,2.0,372.03729104218803
11,2,2,1,centralistic,1000,711.1375702021553,2.0,386.1712655806581
11,2,2,2,centralistic,1000,711.1375702021553,2.0,396.90259731897856
11,2,2,3,centralistic,1000,711.1375702021553,2.0,404.23809598339153
11,2,2,4,centralistic,1000,711.1375702021553,2.0,408.86373116308516
11,2,2,5,centralistic,1000,711.1375702021553,2.0,411.6360947923626
11,2,2,6,centralistic,1000,711.1375702021553,1.992895688689281,412.71322596974045
11,2,2,7,centralistic,1000,711.1375702021553,2.0,414.50689184172234
11,2,2,8,centralistic,1000,711.1375702021553,1.9999999999999998,414.97439743581685
11,2,2,9,centralistic,1000,711.1375702021553,2.0,415.29374220250276
11,2,2,10,centralistic,1000,711.1375702021553,2.0,415.51839263903827
12,2,2,0,centralistic,1000,1238.6022553091593,2.0,624.7450807067489
12,2,2,1,centralistic,1000,1238.6022553091593,2.0,629.8731080300131
12,2,2,2,centralistic,1000,1238.6022553091593,2.0,634.5863222093592
12,2,2,3,centralistic,1000,1238.6022553091593,2.0,638.8014960411025
12,2,2,4,centralistic,1000,1238.6022553091593,2.0,642.4582727737368
12,2,2,5,centralistic,1000,1238.6022553091593,2.0,645.5235719124635
12,2,2,6,centralistic,1000,1238.6022553091593,2.0,647.9930165503266
12,2,2,7,centralistic,1000,1238.6022553091593,2.0,649.8895666121792
12,2,2,8,centralistic,1000,1238.6022553091593,2.0,651.2597733258106
12,2,2,9,centralistic,1000,1238.6022553091593,2.0,652.1682251973853
12,2,2,10,centralistic,1000,1238.6022553091593,2.0,652.6908842311738
12,2,2,11,centralistic,1000,1238.6022553091593,2.0,652.9081145248123
12,2,2,12,centralistic,1000,1238.6022553091593,1.9999999999999998,652.8982326188603
12,2,2,13,centralistic,1000,1238.6022553091593,2.0,652.7323006819696
12,2,2,14,centralistic,1000,1238.6022553091593,2.0,652.4706287858994
12,2,2,15,centralistic,1000,1238.6022553091593,1.990134959003882,650.8925613524277
12,2,2,16,centralistic,1000,1238.6022553091593,2.0,653.2010305195308
12,2,2,17,centralistic,1000,1238.6022553091593,2.0,652.1966855713412
13,2,2,0,centralistic,1000,716.5195417256384,2.0,360.3122625662451
13,2,2,1,centralistic,1000,716.5195417256384,2.0,362.4212558280574
13,2,2,2,centralistic,1000,716.5195417256384,1.9999999999999998,364.5266298100203
13,2,2,3,centralistic,1000,716.5195417256384,2.0,366.5735745758353
13,2,2,4,centralistic,1000,716.5195417256384,2.0,368.5149171145053
13,2,2,5,centralistic,1000,716.5195417256384,2.0,370.31260221735283
13,2,2,6,centralistic,1000,716.5195417256384,2.0,371.9385705866714
13,2,2,7,centralistic,1000,716.5195417256384,2.0,373.3751478838471
13,2,2,8,centralistic,1000,716.5195417256384,2.0,374.6149361388175
13,2,2,9,centralistic,1000,716.5195417256384,2.0,375.66012415179875
13,2,2,10,centralistic,1000,716.5195417256384,2.0,376.5211552620272
13,2,2,11,centralistic,1000,716.5195417256384,2.0,377.2148129867745
13,2,2,12,centralistic,1000,716.5195417256384,1.9999999999999998,377.76194594498554
13,2,2,13,centralistic,1000,716.5195417256384,2.0,378.185162225212
13,2,2,14,centralistic,1000,716.5195417256384,2.0,378.506821360071
13,2,2,15,centralistic,1000,716.5195417256384,1.9924196621514834,377.99321067698236
14,2,2,0,centralistic,1000,674.6923111674098,2.0,359.1880373772751
14,2,2,1,centralistic,1000,674.6923111674098,2.0,379.15824536609944
14,2,2,2,centralistic,1000,674.6923111674098,2.0,395.0829857435868
14,2,2,3,centralistic,1000,674.6923111674098,2.0,406.7397511948746
14,2,2,4,centralistic,1000,674.6923111674098,2.0,414.90294476099336
14,2,2,5,centralistic,1000,674.6923111674098,2.0,420.5583043845147
14,2,2,6,centralistic,1000,674.6923111674098,1.9956116304079303,424.0613758340037
14,2,2,7,centralistic,1000,674.6923111674098,2.0,427.4309212900471
14,2,2,8,centralistic,1000,674.6923111674098,2.0,429.56191967887366
14,2,2,9,centralistic,1000,674.6923111674098,2.0,431.17793107651175
14,2,2,10,centralistic,1000,674.6923111674098,2.0,432.4447215385922
14,2,2,11,centralistic,1000,674.6923111674098,2.0,433.46380999271076
14,2,2,12,centralistic,1000,674.6923111674098,2.0,434.30084486223825
15,2,2,0,centralistic,1000,634.9109872938278,2.0,329.73187094255616
15,2,2,1,centralistic,1000,634.9109872938278,1.9999999999999998,341.76788077967035
15,2,2,2,centralistic,1000,634.9109872938278,2.0,352.36911898456907
15,2,2,3,centralistic,1000,634.9109872938278,2.0,361.02187947920686
15,2,2,4,centralistic,1000,634.9109872938278,2.0,367.7051081323225
15,2,2,5,centralistic,1000,634.9109872938278,1.9999999999999998,372.6698095051787
15,2,2,6,centralistic,1000,634.9109872938278,2.0,376.2619088338241
15,2,2,7,centralistic,1000,634.9109872938278,1.9950247992428496,378.32380533417694
15,2,2,8,centralistic,1000,634.9109872938278,2.0,380.6415290984343
15,2,2,9,centralistic,1000,634.9109872938278,2.0,381.97685587945125
15,2,2,10,centralistic,1000,634.9109872938278,2.0,382.8669439522687
16,2,2,0,centralistic,1000,945.396039111314,2.0,473.9531201051463
16,2,2,1,centralistic,1000,945.396039111314,2.0,475.2016978877064
16,2,2,2,centralistic,1000,945.396039111314,2.0,476.4372436652588
16,2,2,3,centralistic,1000,945.396039111314,2.0,477.65352336904334
16,2,2,4,centralistic,1000,945.396039111314,2.0,478.8446998109906
16,2,2,5,centralistic,1000,945.396039111314,2.0,480.0054375637244
16,2,2,6,centralistic,1000,945.396039111314,1.9999999999999996,481.1309873389476
16,2,2,7,centralistic,1000,945.396039111314,2.0,482.21724759032327
16,2,2,8,centralistic,1000,945.396039111314,2.0,483.26080251279245
16,2,2,9,centralistic,1000,945.396039111314,2.0,484.2589369743731
16,2,2,10,centralistic,1000,945.396039111314,2.0,485.2096300912664
16,2,2,11,centralistic,1000,945.396039111314,2.0,486.11153006874997
16,2,2,12,centralistic,1000,945.396039111314,2.0,486.9639135425191
16,2,2,13,centralistic,1000,945.396039111314,2.0,487.7666329668514
16,2,2,14,centralistic,1000,945.396039111314,2.0,488.52005563507464
16,2,2,15,centralistic,1000,945.396039111314,2.0,489.2249977320565
16,2,2,16,centralistic,1000,945.396039111314,2.0,489.88265646593123
16,2,2,17,centralistic,1000,945.396039111314,2.0,490.494542867055
16,2,2,18,centralistic,1000,945.396039111314,2.0,491.0624173314998
16,2,2,19,centralistic,1000,945.396039111314,2.0,491.5882294705098
16,2,2,20,centralistic,1000,945.396039111314,2.0,492.0740633413749
16,2,2,21,centralistic,1000,945.396039111314,2.0,492.52208870289405
16,2,2,22,centralistic,1000,945.396039111314,2.0,492.93451857339846
16,2,2,23,centralistic,1000,945.396039111314,2.0,493.3135730760665
16,2,2,24,centralistic,1000,945.396039111314,2.0,493.66144933339683
16,2,2,25,centralistic,1000,945.396039111314,2.0,493.98029701425264
16,2,2,26,centralistic,1000,945.396039111314,2.0,494.2721990343091
16,2,2,27,centralistic,1000,945.396039111314,2.0,494.5391568543764
16,2,2,28,centralistic,1000,945.396039111314,2.0,494.78307980121684
16,2,2,29,centralistic,1000,945.396039111314,2.0,495.00577784312327
16,2,2,30,centralistic,1000,945.396039111314,2.0,495.2089572797057
16,2,2,31,centralistic,1000,945.396039111314,2.0,495.39421884541
16,2,2,32,centralistic,1000,945.396039111314,2.0,495.56305777389883
16,2,2,33,centralistic,1000,945.396039111314,2.0,495.7168654214263
16,2,2,34,centralistic,1000,945.396039111314,2.0,495.8569320986877
16,2,2,35,centralistic,1000,945.396039111314,2.0,495.9844508101671
16,2,2,36,centralistic,1000,945.396039111314,2.0,496.1005216463433
17,2,2,0,centralistic,1000,1201.4928156203077,2.0,600.8448877516877
17,2,2,1,centralistic,1000,1201.4928156203077,2.0,600.9434211144907
17,2,2,2,centralistic,1000,1201.4928156203077,2.0,601.0419716219519
17,2,2,3,centralistic,1000,1201.4928156203077,2.0,601.1405031402795
17,2,2,4,centralistic,1000,1201.4928156203077,2.0,601.2389797231035
17,2,2,5,centralistic,1000,1201.4928156203077,2.0,601.3373656556532
17,2,2,6,centralistic,1000,1201.4928156203077,2.0,601.4356254983775
17,2,2,7,centralistic,1000,1201.4928156203077,2.0,601.5337241298863
17,2,2,8,centralistic,1000,1201.4928156203077,1.9999999999999998,601.631626789089
17,2,2,9,centralistic,1000,1201.4928156203077,2.0,601.7292991164092
17,2,2,10,centralistic,1000,1201.4928156203077,1.9999999999999998,601.8267071939636
17,2,2,11,centralistic,1000,1201.4928156203077,2.0000000000000004,601.9238175845934
17,2,2,12,centralistic,1000,1201.4928156203077,2.0,602.0205973696397
17,2,2,13,centralistic,1000,1201.4928156203077,2.0,602.1170141853682
17,2,2,14,centralistic,1000,1201.4928156203077,2.0,602.2130362579442
17,2,2,15,centralistic,1000,1201.4928156203077,2.0,602.3086324368721
17,2,2,16,centralistic,1000,1201.4928156203077,2.0,602.4037722268201
17,2,2,17,centralistic,1000,1201.4928156203077,2.0,602.4984258177515
17,2,2,18,centralistic,1000,1201.4928156203077,2.0,602.5925641132998
17,2,2,19,centralistic,1000,1201.4928156203077,2.0,602.6861587573262
17,2,2,20,centralistic,1000,1201.4928156203077,1.9999999999999998,602.7791821586072
17,2,2,21,centralistic,1000,1201.4928156203077,2.0,602.8716075136095
17,2,2,22,centralistic,1000,1201.4928156203077,2.0,602.9634088273125
17,2,2,23,centralistic,1000,1201.4928156203077,2.0000000000000004,603.0545609320542
17,2,2,24,centralistic,1000,1201.4928156203077,1.9999999999999998,603.1450395043739
17,2,2,25,centralistic,1000,1201.4928156203077,2.0,603.234821079843
17,2,2,26,centralistic,1000,1201.4928156203077,1.9999999999999998,603.3238830658738
17,2,2,27,centralistic,1000,1201.4928156203077,1.9999999999999998,603.41220375251
17,2,2,28,centralistic,1000,1201.4928156203077,2.0,603.4997623212056
17,2,2,29,centralistic,1000,1201.4928156203077,2.0,603.58653885161
17,2,2,30,centralistic,1000,1201.4928156203077,2.0,603.6725143263783
17,2,2,31,centralistic,1000,1201.4928156203077,2.0,603.7576706340376
17,2,2,32,centralistic,1000,1201.4928156203077,2.0,603.8419905699419
17,2,2,33,centralistic,1000,1201.4928156203077,2.0,603.9254578353593
17,2,2,34,centralistic,1000,1201.4928156203077,2.0,604.0080570347333
17,2,2,35,centralistic,1000,1201.4928156203077,2.0,604.0897736711739
17,2,2,36,centralistic,1000,1201.4928156203077,2.0,604.1705941402315
17,2,2,37,centralistic,1000,1201.4928156203077,2.0,604.250505722015
17,2,2,38,centralistic,1000,1201.4928156203077,2.0,604.3294965717206
17,2,2,39,centralistic,1000,1201.4928156203077,2.0,604.4075557086384
17,2,2,40,centralistic,1000,1201.4928156203077,2.0,604.4846730037108
17,2,2,41,centralistic,1000,1201.4928156203077,2.0,604.5608391657156
17,2,2,42,centralistic,1000,1201.4928156203077,2.0,604.6360457261567
17,2,2,43,centralistic,1000,1201.4928156203077,2.0,604.7102850229394
17,2,2,44,centralistic,1000,1201.4928156203077,1.9999999999999998,604.7835501829165
17,2,2,45,centralistic,1000,1201.4928156203077,1.9999999999999998,604.8558351033904
17,2,2,46,centralistic,1000,1201.4928156203077,2.0,604.927134432658
17,2,2,47,centralistic,1000,1201.4928156203077,1.9999999999999998,604.9974435496869
17,2,2,48,centralistic,1000,1201.4928156203077,2.0,605.0667585430153
17,2,2,49,centralistic,1000,1201.4928156203077,2.0,605.1350761889644
17,2,2,50,centralistic,1000,1201.4928156203077,1.9999999999999998,605.2023939292583
17,2,2,51,centralistic,1000,1201.4928156203077,2.0,605.2687098481402
