id,numByuers,numGoods,iteration,algo,maxIteration,sumR,sumX,sumRX,parameter,distributionDelay,distributionParameter
-1,2,2,0,distributed,1000,847.071206569325,2.0,444.5137719505256,0,Uniform,Uniform
-1,2,2,1,distributed,1000,847.071206569325,2.0,444.5137719505256,0,Uniform,Uniform
-1,2,2,2,distributed,1000,847.071206569325,2.0,457.4325372857821,0,Uniform,Uniform
-1,2,2,3,distributed,1000,847.071206569325,2.0,457.4325372857821,0,Uniform,Uniform
-1,2,2,4,distributed,1000,847.071206569325,2.0,465.2088498202783,0,Uniform,Uniform
-1,2,2,5,distributed,1000,847.071206569325,2.0,465.2088498202783,0,Uniform,Uniform
-1,2,2,6,distributed,1000,847.071206569325,2.0,469.9684685586388,0,Uniform,Uniform
-1,2,2,7,distributed,1000,847.071206569325,2.0,469.9684685586388,0,Uniform,Uniform
-1,2,2,8,distributed,1000,847.071206569325,2.0,472.9797339938088,0,Uniform,Uniform
-1,2,2,9,distributed,1000,847.071206569325,2.0,472.9797339938088,0,Uniform,Uniform
-1,2,2,10,distributed,1000,847.071206569325,2.0,474.9678482859632,0,Uniform,Uniform
-1,2,2,11,distributed,1000,847.071206569325,2.0,474.9678482859632,0,Uniform,Uniform
-1,2,2,12,distributed,1000,847.071206569325,2.0,476.3402942646826,0,Uniform,Uniform
-1,2,2,13,distributed,1000,847.071206569325,2.0,476.3402942646826,0,Uniform,Uniform
-1,2,2,14,distributed,1000,847.071206569325,2.0,477.3281433082465,0,Uniform,Uniform
-1,2,2,15,distributed,1000,847.071206569325,2.0,477.3281433082465,0,Uniform,Uniform
-1,2,2,16,distributed,1000,847.071206569325,2.0,478.0656600221919,0,Uniform,Uniform
-1,2,2,17,distributed,1000,847.071206569325,2.0,478.0656600221919,0,Uniform,Uniform
-1,2,2,18,distributed,1000,847.071206569325,2.0,478.6334329334315,0,Uniform,Uniform
-1,2,2,19,distributed,1000,847.071206569325,2.0,478.6334329334315,0,Uniform,Uniform
-1,2,2,20,distributed,1000,847.071206569325,2.0,479.0816658564898,0,Uniform,Uniform
-1,2,2,21,distributed,1000,847.071206569325,2.0,479.0816658564898,0,Uniform,Uniform
-1,2,2,22,distributed,1000,847.071206569325,2.0,479.44288290669397,0,Uniform,Uniform
-1,2,2,23,distributed,1000,847.071206569325,2.0,479.44288290669397,0,Uniform,Uniform
-1,2,2,24,distributed,1000,847.071206569325,2.0,479.738975668971,0,Uniform,Uniform
-1,2,2,25,distributed,1000,847.071206569325,2.0,479.738975668971,0,Uniform,Uniform
-1,2,2,26,distributed,1000,847.071206569325,2.0,479.98519901720204,0,Uniform,Uniform
-1,2,2,27,distributed,1000,847.071206569325,2.0,479.98519901720204,0,Uniform,Uniform
-1,2,2,28,distributed,1000,847.071206569325,2.0,480.1924996958005,0,Uniform,Uniform
-1,2,2,29,distributed,1000,847.071206569325,2.0,480.1924996958005,0,Uniform,Uniform
-1,2,2,30,distributed,1000,847.071206569325,2.0,480.3689194671754,0,Uniform,Uniform
-1,2,2,31,distributed,1000,847.071206569325,2.0,480.3689194671754,0,Uniform,Uniform
-1,2,2,32,distributed,1000,847.071206569325,2.0,480.52047457196886,0,Uniform,Uniform
-1,2,2,33,distributed,1000,847.071206569325,2.0,480.52047457196886,0,Uniform,Uniform
-1,2,2,34,distributed,1000,847.071206569325,2.0,480.6517310287305,0,Uniform,Uniform
-1,2,2,35,distributed,1000,847.071206569325,2.0,480.6517310287305,0,Uniform,Uniform
-1,2,2,36,distributed,1000,847.071206569325,2.0,480.76619673550175,0,Uniform,Uniform
-1,2,2,37,distributed,1000,847.071206569325,2.0,480.76619673550175,0,Uniform,Uniform
-1,2,2,38,distributed,1000,847.071206569325,2.0,480.86659793778193,0,Uniform,Uniform
-1,2,2,39,distributed,1000,847.071206569325,2.0,480.86659793778193,0,Uniform,Uniform
-1,2,2,40,distributed,1000,847.071206569325,2.0,480.95507885095935,0,Uniform,Uniform
-1,2,2,41,distributed,1000,847.071206569325,2.0,480.95507885095935,0,Uniform,Uniform
-1,2,2,42,distributed,1000,847.071206569325,2.0,481.03334778458316,0,Uniform,Uniform
-1,2,2,43,distributed,1000,847.071206569325,2.0,481.03334778458316,0,Uniform,Uniform
-1,2,2,44,distributed,1000,847.071206569325,2.0,481.10278474720405,0,Uniform,Uniform
-1,2,2,45,distributed,1000,847.071206569325,2.0,481.10278474720405,0,Uniform,Uniform
-1,2,2,46,distributed,1000,847.071206569325,2.0,481.1645207918994,0,Uniform,Uniform
-1,2,2,47,distributed,1000,847.071206569325,2.0,481.1645207918994,0,Uniform,Uniform
-1,2,2,48,distributed,1000,847.071206569325,2.0,481.21949649508474,0,Uniform,Uniform
-1,2,2,49,distributed,1000,847.071206569325,2.0,481.21949649508474,0,Uniform,Uniform
-1,2,2,50,distributed,1000,847.071206569325,2.0,481.26850504747557,0,Uniform,Uniform
-1,2,2,51,distributed,1000,847.071206569325,2.0,481.26850504747557,0,Uniform,Uniform
-1,2,2,52,distributed,1000,847.071206569325,2.0,481.3122240526754,0,Uniform,Uniform
-1,2,2,53,distributed,1000,847.071206569325,2.0,481.3122240526754,0,Uniform,Uniform
-1,2,2,54,distributed,1000,847.071206569325,2.0,481.3512390825089,0,Uniform,Uniform
-1,2,2,55,distributed,1000,847.071206569325,2.0,481.3512390825089,0,Uniform,Uniform
-1,2,2,56,distributed,1000,847.071206569325,2.0,481.3860612370609,0,Uniform,Uniform
-1,2,2,57,distributed,1000,847.071206569325,2.0,481.3860612370609,0,Uniform,Uniform
-1,2,2,58,distributed,1000,847.071206569325,2.0,481.41714034920886,0,Uniform,Uniform
-1,2,2,59,distributed,1000,847.071206569325,2.0,481.41714034920886,0,Uniform,Uniform
-1,2,2,60,distributed,1000,847.071206569325,2.0,481.44487502002704,0,Uniform,Uniform
-1,2,2,61,distributed,1000,847.071206569325,2.0,481.44487502002704,0,Uniform,Uniform
-1,2,2,62,distributed,1000,847.071206569325,2.0,481.4696203399534,0,Uniform,Uniform
-1,2,2,63,distributed,1000,847.071206569325,2.0,481.4696203399534,0,Uniform,Uniform
-1,2,2,64,distributed,1000,847.071206569325,2.0,481.49169391215764,0,Uniform,Uniform
-1,2,2,65,distributed,1000,847.071206569325,2.0,481.49169391215764,0,Uniform,Uniform
-1,2,2,66,distributed,1000,847.071206569325,2.0,481.5113806246287,0,Uniform,Uniform
-1,2,2,67,distributed,1000,847.071206569325,2.0,481.5113806246287,0,Uniform,Uniform
-1,2,2,68,distributed,1000,847.071206569325,2.0,481.52893649650133,0,Uniform,Uniform
-1,2,2,69,distributed,1000,847.071206569325,2.0,481.52893649650133,0,Uniform,Uniform
-1,2,2,70,distributed,1000,847.071206569325,2.0,481.5445918372898,0,Uniform,Uniform
-1,2,2,71,distributed,1000,847.071206569325,2.0,481.5445918372898,0,Uniform,Uniform
-1,2,2,72,distributed,1000,847.071206569325,2.0,481.5585538944644,0,Uniform,Uniform
-1,2,2,73,distributed,1000,847.071206569325,2.0,481.5585538944644,0,Uniform,Uniform
-1,2,2,74,distributed,1000,847.071206569325,2.0,481.5710091179686,0,Uniform,Uniform
-1,2,2,75,distributed,1000,847.071206569325,2.0,481.5710091179686,0,Uniform,Uniform
-1,2,2,76,distributed,1000,847.071206569325,2.0,481.5821251351544,0,Uniform,Uniform
-1,2,2,77,distributed,1000,847.071206569325,2.0,481.5821251351544,0,Uniform,Uniform
-1,2,2,78,distributed,1000,847.071206569325,2.0,481.59205250311584,0,Uniform,Uniform
-1,2,2,79,distributed,1000,847.071206569325,2.0,481.59205250311584,0,Uniform,Uniform
